0	10
0.0625	9.78732638888889
0.125	9.56597222222222
0.1875	9.3359375
0.25	9.09722222222222
0.3125	8.84982638888889
0.375	8.59375
0.4375	8.32899305555556
0.5	8.05555555555556
0.5625	7.7734375
0.625	7.48263888888889
0.6875	7.18315972222222
0.75	6.875
0.8125	6.55815972222222
0.875	6.23263888888889
0.9375	5.8984375
1	5.55555555555556
1.0625	5.20399305555556
1.125	4.84375
1.1875	4.47482638888889
1.25	4.09722222222222
1.3125	3.7109375
1.375	3.31597222222222
1.4375	2.91232638888889
1.4375	2.91232638888889
1.5	3.27517361111111
1.5625	3.62934027777778
1.625	3.97482638888889
1.6875	4.31163194444445
1.75	4.63975694444445
1.8125	4.95920138888889
1.875	5.26996527777778
1.9375	5.57204861111111
2	5.86545138888889
2.0625	6.15017361111111
2.125	6.42621527777778
2.1875	6.69357638888889
2.25	6.95225694444445
2.3125	7.20225694444445
2.375	7.44357638888889
2.4375	7.67621527777778
2.5	7.90017361111111
2.5625	8.11545138888889
2.625	8.32204861111111
2.6875	8.51996527777778
2.75	8.70920138888889
2.8125	8.88975694444444
2.875	9.06163194444444
2.9375	9.22482638888889
3	9.37934027777778
3.0625	9.52517361111111
3.125	9.66232638888889
3.1875	9.79079861111111
3.25	9.91059027777778
3.3125	10.0217013888889
3.375	10.1241319444444
3.4375	10.2178819444444
3.5	10.3029513888889
3.5625	10.3793402777778
3.625	10.4470486111111
3.6875	10.5060763888889
3.75	10.5564236111111
3.8125	10.5980902777778
3.875	10.6310763888889
3.9375	10.6553819444444
4	10.6710069444444
4.0625	10.6779513888889
4.125	10.6762152777778
4.1875	10.6657986111111
4.25	10.6467013888889
4.3125	10.6189236111111
4.375	10.5824652777778
4.4375	10.5373263888889
4.5	10.4835069444444
4.5625	10.4210069444444
4.625	10.3498263888889
4.6875	10.2699652777778
4.75	10.1814236111111
4.8125	10.0842013888889
4.875	9.97829861111112
4.9375	9.86371527777778
5	9.74045138888889
5.0625	9.60850694444445
5.125	9.46788194444445
5.1875	9.31857638888889
5.25	9.16059027777778
5.3125	8.99392361111112
5.375	8.81857638888889
5.4375	8.63454861111112
5.5	8.44184027777778
5.5625	8.24045138888889
5.625	8.03038194444445
5.6875	7.81163194444445
5.75	7.58420138888889
5.8125	7.34809027777778
5.875	7.10329861111112
5.9375	6.84982638888889
6	6.58767361111112
6.0625	6.31684027777778
6.125	6.03732638888889
6.1875	5.74913194444445
6.25	5.45225694444445
6.3125	5.14670138888889
6.375	4.83246527777778
6.4375	4.50954861111112
6.5	4.1779513888889
6.5625	3.83767361111112
6.625	3.48871527777779
6.6875	3.1310763888889
6.75	2.76475694444445
6.75	2.76475694444445
6.8125	3.05694444444445
6.875	3.3404513888889
6.9375	3.61527777777779
7	3.88142361111112
7.0625	4.1388888888889
7.125	4.38767361111112
7.1875	4.62777777777779
7.25	4.8592013888889
7.3125	5.08194444444445
7.375	5.29600694444445
7.4375	5.5013888888889
7.5	5.69809027777779
7.5625	5.88611111111112
7.625	6.0654513888889
7.6875	6.23611111111112
7.75	6.39809027777779
7.8125	6.5513888888889
7.875	6.69600694444446
7.9375	6.83194444444446
8	6.9592013888889
8.0625	7.07777777777779
8.125	7.18767361111112
8.1875	7.2888888888889
8.25	7.38142361111112
8.3125	7.46527777777779
8.375	7.5404513888889
8.4375	7.60694444444446
8.5	7.66475694444446
8.5625	7.7138888888889
8.625	7.75434027777779
8.6875	7.78611111111112
8.75	7.8092013888889
8.8125	7.82361111111113
8.875	7.82934027777779
8.9375	7.8263888888889
9	7.81475694444446
9.0625	7.79444444444446
9.125	7.7654513888889
9.1875	7.72777777777779
9.25	7.68142361111113
9.3125	7.62638888888891
9.375	7.56267361111113
9.4375	7.49027777777779
9.5	7.40920138888891
9.5625	7.31944444444446
9.625	7.22100694444446
9.6875	7.11388888888891
9.75	6.99809027777779
9.8125	6.87361111111113
9.875	6.74045138888891
9.9375	6.59861111111113
10	6.4480902777778
10.0625	6.28888888888891
10.125	6.12100694444446
10.1875	5.94444444444446
10.25	5.75920138888891
10.3125	5.5652777777778
10.375	5.36267361111113
10.4375	5.15138888888891
10.5	4.93142361111113
10.5625	4.7027777777778
10.625	4.46545138888891
10.6875	4.21944444444447
10.75	3.96475694444447
10.8125	3.70138888888891
10.875	3.4293402777778
10.9375	3.14861111111113
10.9375	3.14861111111113
11	3.34381944444447
11.0625	3.53034722222225
11.125	3.70819444444447
11.1875	3.87736111111113
11.25	4.03784722222225
11.3125	4.1896527777778
11.375	4.3327777777778
11.4375	4.46722222222224
11.5	4.59298611111113
11.5625	4.71006944444447
11.625	4.81847222222224
11.6875	4.91819444444447
11.75	5.00923611111113
11.8125	5.09159722222224
11.875	5.1652777777778
11.9375	5.2302777777778
12	5.28659722222224
12.0625	5.33423611111113
12.125	5.37319444444447
12.1875	5.40347222222224
12.25	5.42506944444447
12.3125	5.43798611111113
12.375	5.44222222222224
12.4375	5.4377777777778
12.5	5.4246527777778
12.5625	5.40284722222224
12.625	5.37236111111113
12.6875	5.33319444444447
12.75	5.28534722222224
12.8125	5.22881944444447
12.875	5.16361111111113
12.9375	5.08972222222225
13	5.0071527777778
13.0625	4.9159027777778
13.125	4.81597222222225
13.1875	4.70736111111113
13.25	4.59006944444447
13.3125	4.46409722222224
13.375	4.32944444444447
13.4375	4.18611111111113
13.5	4.03409722222225
13.5625	3.8734027777778
13.625	3.7040277777778
13.6875	3.52597222222225
13.75	3.33923611111113
13.8125	3.14381944444447
13.875	2.93972222222225
13.9375	2.72694444444447
14	2.50548611111114
14	2.50548611111114
14.0616319444444	2.50548611111114
14.1215277777778	2.50548611111114
14.1796875	2.50548611111114
14.2361111111111	2.50548611111114
14.2907986111111	2.50548611111114
14.34375	2.50548611111114
14.3949652777778	2.50548611111114
14.4444444444444	2.50548611111114
14.4921875	2.50548611111114
14.5381944444444	2.50548611111114
14.5824652777778	2.50548611111114
14.625	2.50548611111114
14.6657986111111	2.50548611111114
14.7048611111111	2.50548611111114
14.7421875	2.50548611111114
14.7777777777778	2.50548611111114
14.8116319444444	2.50548611111114
14.84375	2.50548611111114
14.8741319444444	2.50548611111114
14.9027777777778	2.50548611111114
14.9296875	2.50548611111114
14.9548611111111	2.50548611111114
14.9782986111111	2.50548611111114
15	2.50548611111114
